COUNTRY;ISO;REGION;CATEGORY;MEASURE;DATE IMPLEMENTED;SOURCE;LINK
Malta;MLT;Europe;Movement restrictions;International flights suspension;20/03/2020;Government;https://covid19malta.info/
Marshall Islands;MHL;Pacific;Public health measures;Awareness campaigns;20/03/2020;Dev Policy;https://devpolicy.org/keeping-covid-19-at-bay-in-the-marshall-islands-20200416/
Marshall Islands;MHL;Pacific;Public health measures;Strengthening the public health system;20/03/2020;Dev Policy;https://devpolicy.org/keeping-covid-19-at-bay-in-the-marshall-islands-20200416/
Marshall Islands;MHL;Pacific;Public health measures;Strengthening the public health system;20/03/2020;Dev Policy;https://devpolicy.org/keeping-covid-19-at-bay-in-the-marshall-islands-20200416/
Mauritania;MRT;Africa;Movement restrictions;Border checks ;20/03/2020;Africa News;https://www.africanews.com/2020/03/21/covid-19-mauritania-enforces-curfew//
Mauritius;MUS;Africa;Lockdown;Partial lockdown;20/03/2020;Mauritius MoHW Coronavirus Moris FB page;https://www.facebook.com/notes/coronavirus-moris/confinement/105908884382106/?__tn__=HH-R
Mexico;MEX;Americas;Social distancing;Schools closure ;20/03/2020;US Embassy;https://mx.usembassy.gov/covid-19-information/
Micronesia;FSM;Pacific;Social distancing;Schools closure ;20/03/2020;RNZ;https://www.rnz.co.nz/international/pacific-news/412217/coronavirus-how-the-pacific-is-responding
Mongolia;MNG;Asia;Lockdown;Partial lockdown;20/03/2020;News;https://news.mn/en/791399/
Montenegro;MNE;Europe;Movement restrictions;Domestic travel restrictions;20/03/2020;BDK Advokati;https://bdkadvokati.com/covid-19-update-34-serbia-montenegro-bosnia-and-herzegovina/
Montenegro;MNE;Europe;Movement restrictions;Domestic travel restrictions;20/03/2020;BDK Advokati;https://bdkadvokati.com/covid-19-update-34-serbia-montenegro-bosnia-and-herzegovina/
Montenegro;MNE;Europe;Social distancing;Public services closure ;20/03/2020;BDK Advokati;https://bdkadvokati.com/covid-19-update-34-serbia-montenegro-bosnia-and-herzegovina/
Morocco;MAR;Africa;Governance and socio-economic measures;State of emergency declared;20/03/2020;Département de la Communication Morocco;http://www.maroc.ma/en/news/diplomatic-missions-and-international-organizations-accredited-morocco-informed-measures-taken
Morocco;MAR;Africa;Lockdown;Partial lockdown;20/03/2020;Département de la Communication Morocco;http://www.maroc.ma/en/news/diplomatic-missions-and-international-organizations-accredited-morocco-informed-measures-taken
Nauru;NRU;Pacific;Public health measures;Isolation and quarantine policies;20/03/2020;RNZ;https://www.rnz.co.nz/international/pacific-news/412217/coronavirus-how-the-pacific-is-responding
Nauru;NRU;Pacific;Public health measures;Strengthening the public health system;20/03/2020;Nauru Govt;http://nauru-news.com/nauru-bulletin-24-march-2020/
Nepal;NPL;Asia;Movement restrictions;Visa restrictions;20/03/2020;Intl SOS;https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening
New Zealand;NZL;Pacific;Governance and socio-economic measures;Economic measures;20/03/2020;NZ Government;https://www.beehive.govt.nz/release/govt-steps-protect-air-new-zealand
New Zealand;NZL;Pacific;Public health measures;Isolation and quarantine policies;20/03/2020;Immigration NZ;https://www.immigration.govt.nz/about-us/covid-19/coronavirus-update-inz-response
Niger;NER;Africa;Social distancing;Schools closure ;20/03/2020;US Embassy;https://ne.usembassy.gov/u-s-citizen-services/covid-19-information/
Niger;NER;Africa;Movement restrictions;International flights suspension;20/03/2020;Government — Niger;https://www.presidence.ne/discours-du-prsident/2020/3/17/0jrc2yz8euk8nzcdx60uad9ruaa6hn
Niger;NER;Africa;Movement restrictions;Border closure ;20/03/2020;Government — Niger;https://www.presidence.ne/discours-du-prsident/2020/3/17/0jrc2yz8euk8nzcdx60uad9ruaa6hn
Nigeria;NGA;Africa;Movement restrictions;International flights suspension;20/03/2020;Ministry of Health Twitter;https://twitter.com/Fmohnigeria?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor
Norway;NOR;Europe;Governance and socio-economic measures;Economic measures;20/03/2020;Government;https://www.regjeringen.no/en/aktuelt/changes-to-the-rules-for-temporary-layoffs-and-unemployment-benefits/id2694346/
Norway;NOR;Europe;Governance and socio-economic measures;Economic measures;20/03/2020;Forbes;https://www.forbes.com/sites/davidnikel/2020/03/20/norways-government-rescues-norwegian-with-543-million-loan-guarantee-but-is-it-enough/#76413c1f3f03
Oman;OMN;Middle East;Movement restrictions;Visa restrictions;20/03/2020;US Embassy of Oman;https://om.usembassy.gov/covid-19-information/
Oman;OMN;Middle East;Movement restrictions;Domestic travel restrictions;20/03/2020;US Embassy of Oman;https://om.usembassy.gov/covid-19-information/
Oman;OMN;Middle East;Social distancing;Public services closure ;20/03/2020;US Embassy of Oman;https://om.usembassy.gov/covid-19-information/
Oman;OMN;Middle East;Movement restrictions;International flights suspension;20/03/2020;US Embassy of Oman;https://om.usembassy.gov/covid-19-information/
Oman;OMN;Middle East;Public health measures;Isolation and quarantine policies;20/03/2020;US Embassy of Oman;https://om.usembassy.gov/covid-19-information/
Pakistan;PAK;Asia;Movement restrictions;International flights suspension;20/03/2020;Ministry of Information and Broadcasting ;http://pid.gov.pk/site/press_detail/13367
Palau;PLW;Pacific;Public health measures;General recommendations;20/03/2020;Palau Ministry of Health;http://www.palauhealth.org/2019nCoV/MOH_PH_Emergency%20Declaration-03172020.pdf
Palau;PLW;Pacific;Public health measures;Strengthening the public health system;20/03/2020;Palau Ministry of Health;http://www.palauhealth.org/2019nCoV/MOH_PH_Emergency%20Declaration-03172020.pdf
Panama;PAN;Americas;Movement restrictions;Curfews;20/03/2020;US Embassy Panama;https://pa.usembassy.gov/covid-19-information/
Paraguay;PRY;Americas;Lockdown;Partial lockdown;20/03/2020;US Embassy;https://py.usembassy.gov/covid-19-information-2/
Portugal;PRT;Europe;Public health measures;Health screenings in airports and border crossings;20/03/2020;Portugal Resident;https://www.portugalresident.com/covid-19-state-of-emergency-portuguese-airport-to-have-infrared-cameras-measuring-body-temperature/
Portugal;PRT;Europe;Movement restrictions;Surveillance and monitoring;20/03/2020;Portugal Resident;https://www.portugalresident.com/covid-19-state-of-emergency-portuguese-airport-to-have-infrared-cameras-measuring-body-temperature/
Portugal;PRT;Europe;Public health measures;Strengthening the public health system;20/03/2020;Portugal Resident;https://www.portugalresident.com/covid-19-state-of-emergency-portuguese-airport-to-have-infrared-cameras-measuring-body-temperature/
Portugal;PRT;Europe;Social distancing;Public services closure ;20/03/2020;Portugal Resident;https://www.portugalresident.com/covid-19-state-of-emergency-portuguese-airport-to-have-infrared-cameras-measuring-body-temperature/
Portugal;PRT;Europe;Governance and socio-economic measures;Economic measures;20/03/2020;Portugal Resident;https://www.portugalresident.com/lines-of-credit-for-micro-tourist-businesses-allow-for-e750-per-month-per-worker/?fbclid=IwAR3DlFpTTEa1o1qoamYYUwahmzhhXyOIjeRKGvZdDvXgHH6PaBkWZcW4ewQ
Russian Federation;RUS;Europe;Movement restrictions;International flights suspension;20/03/2020;international SOS;https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS
Rwanda;RWA;Africa;Movement restrictions;International flights suspension;20/03/2020;Rwanda MoH;https://www.rbc.gov.rw/fileadmin/user_upload/annoucement/CV_update_18_Mar_Eng.pdf
Rwanda;RWA;Africa;Movement restrictions;Border closure ;20/03/2020;Rwanda MoH;https://www.rbc.gov.rw/fileadmin/user_upload/annoucement/CV%20update%2020%20Mar%20Eng.pdf
Rwanda;RWA;Africa;Social distancing;Limit public gatherings;20/03/2020;Rwanda MoH;https://www.rbc.gov.rw/fileadmin/user_upload/annoucement/CV%20update%2020%20Mar%20Eng.pdf
Saint Lucia;LCA;Americas;Social distancing;Limit public gatherings;20/03/2020;Government ;http://www.govt.lc/news/mass-crowd-events-cancelled
Saint Vincent and the Grenadines;VCT;Americas;Social distancing;Schools closure ;20/03/2020;MoH;http://health.gov.vc/health/index.php/c/811-schools-across-saint-vincent-and-the-grenadines-to-close-one-week-early
Saint Vincent and the Grenadines;VCT;Americas;Public health measures;Isolation and quarantine policies;20/03/2020;MoH;http://health.gov.vc/health/images/PDF/stories/HEOC_COVID-19-advisory---QUARANTINE-28_03_2020-final.pdf
Samoa;WSM;Pacific;Governance and socio-economic measures;Emergency administrative structures activated or established;20/03/2020;Samoa Govt;http://www.samoagovt.ws/2020/03/state-of-emergency-declared/
Samoa;WSM;Pacific;Social distancing;Limit public gatherings;20/03/2020;Samoa Govt;http://www.samoagovt.ws/2020/03/state-of-emergency-declared/
Samoa;WSM;Pacific;Lockdown;Partial lockdown;20/03/2020;Samoa Govt;http://www.samoagovt.ws/2020/03/state-of-emergency-declared/
Samoa;WSM;Pacific;Social distancing;Schools closure ;20/03/2020;Samoa Govt;http://www.samoagovt.ws/2020/03/state-of-emergency-declared/
Samoa;WSM;Pacific;Social distancing;Public services closure ;20/03/2020;Samoa Govt;http://www.samoagovt.ws/2020/03/state-of-emergency-declared/
Samoa;WSM;Pacific;Movement restrictions;Border closure ;20/03/2020;Samoa Govt;http://www.samoagovt.ws/2020/03/state-of-emergency-declared/
Samoa;WSM;Pacific;Social distancing;Public services closure ;20/03/2020;Samoa Govt;http://www.samoagovt.ws
San Marino;SMR;Europe;Movement restrictions;Border closure ;20/03/2020;Consiglio Grande e Generale;https://www.consigliograndeegenerale.sm/on-line/articolo17013973.html
San Marino;SMR;Europe;Public health measures;Isolation and quarantine policies;20/03/2020;Consiglio Grande e Generale;https://www.consigliograndeegenerale.sm/on-line/articolo17013973.html
San Marino;SMR;Europe;Social distancing;Schools closure ;20/03/2020;Consiglio Grande e Generale;https://www.consigliograndeegenerale.sm/on-line/articolo17013973.html
San Marino;SMR;Europe;Public health measures;Strengthening the public health system;20/03/2020;Consiglio Grande e Generale;https://www.consigliograndeegenerale.sm/on-line/articolo17013973.html
San Marino;SMR;Europe;Public health measures;Other public health measures enforced;20/03/2020;Consiglio Grande e Generale;https://www.consigliograndeegenerale.sm/on-line/articolo17013973.html
Singapore;SGP;Asia;Public health measures;General recommendations;20/03/2020;Singapore MoM;https://www.mom.gov.sg/covid-19/general-advisory-for-workplaces-and-frontline-workers
Singapore;SGP;Asia;Public health measures;Isolation and quarantine policies;20/03/2020;Singapore MoM;https://www.mom.gov.sg/covid-19/general-advisory-for-workplaces-and-frontline-workers
Singapore;SGP;Asia;Social distancing;Limit public gatherings;20/03/2020;MoH;https://www.moh.gov.sg/news-highlights/details/stricter-safe-distancing-measures-to-prevent-further-spread-of-covid-19-cases
Singapore;SGP;Asia;Public health measures;Awareness campaigns;20/03/2020;Singapore Gov;https://www.smartnation.gov.sg/
Solomon Islands;SLB;Pacific;Social distancing;Schools closure ;20/03/2020;Solomon Times;https://www.solomontimes.com/news/government-implements-measures-to-protect-citizens/9636
Solomon Islands;SLB;Pacific;Movement restrictions;Border closure ;20/03/2020;RNZ;https://www.rnz.co.nz/international/pacific-news/412217/coronavirus-how-the-pacific-is-responding
Solomon Islands;SLB;Pacific;Public health measures;Isolation and quarantine policies;20/03/2020;RNZ;https://www.rnz.co.nz/international/pacific-news/412217/coronavirus-how-the-pacific-is-responding
Solomon Islands;SLB;Pacific;Public health measures;Isolation and quarantine policies;20/03/2020;Solomon Times;https://www.solomontimes.com/news/government-implements-measures-to-protect-citizens/9636
Solomon Islands;SLB;Pacific;Public health measures;Isolation and quarantine policies;20/03/2020;Solomon Times;https://www.solomontimes.com/news/government-implements-measures-to-protect-citizens/9636
Solomon Islands;SLB;Pacific;Governance and socio-economic measures;Economic measures;20/03/2020;Solomon Times;https://www.solomontimes.com/news/government-implements-measures-to-protect-citizens/9636
Solomon Islands;SLB;Pacific;Public health measures;Strengthening the public health system;20/03/2020;Solomon Times;https://www.solomontimes.com/news/government-implements-measures-to-protect-citizens/9636
Solomon Islands;SLB;Pacific;Governance and socio-economic measures;Emergency administrative structures activated or established;20/03/2020;Solomon Times;https://www.solomontimes.com/news/government-implements-measures-to-protect-citizens/9636
Solomon Islands;SLB;Pacific;Movement restrictions;Border closure ;20/03/2020;Solomon Times;https://www.solomontimes.com/news/government-implements-measures-to-protect-citizens/9636
South Africa;ZAF;Africa;Social distancing;Limit public gatherings;20/03/2020;SA Government;https://www.sanews.gov.za/south-africa/covid-19-regulations-limit-alcohol-sale-hours
South Africa;ZAF;Africa;Social distancing;Public services closure ;20/03/2020;SA Government;https://www.sanews.gov.za/south-africa/covid-19-regulations-limit-alcohol-sale-hours
South Sudan;SSD;Africa;Social distancing;Schools closure ;20/03/2020;Radio Tamazuj;https://radiotamazuj.org/en/news/article/south-sudan-closes-schools-universities-amid-coronavirus-fears
Sri Lanka;LKA;Asia;Social distancing;Limit public gatherings;20/03/2020;Ada Derana;http://www.adaderana.lk/news/61540/govt-to-declare-6-day-period-for-public-private-sectors-to-work-from-home
Sri Lanka;LKA;Asia;Movement restrictions;Curfews;20/03/2020;News.lk;https://news.lk/news/political-current-affairs/item/29806-island-wide-curfew-imposed-to-stop-the-spread-of-corona-quarantine-centres-increased-to-22
Sri Lanka;LKA;Asia;Governance and socio-economic measures;Economic measures;20/03/2020;Colombo Page;http://www.colombopage.com/archive_20A/Mar20_1584683741CH.php
Sri Lanka;LKA;Asia;Governance and socio-economic measures;Economic measures;20/03/2020;Colombo Page;http://www.colombopage.com/archive_20A/Mar20_1584683741CH.php
Sri Lanka;LKA;Asia;Movement restrictions;Curfews;20/03/2020;Colombo Page;http://www.colombopage.com/archive_20A/Mar21_1584764773CH.php
Sri Lanka;LKA;Asia;Public health measures;Strengthening the public health system;20/03/2020;Colombo Page;http://www.colombopage.com/archive_20A/Mar21_1584762514CH.php
Sri Lanka;LKA;Asia;Social distancing;Public services closure ;20/03/2020;Colombo Page;http://www.colombopage.com/archive_20A/Mar21_1584729437CH.php
Sri Lanka;LKA;Asia;Social distancing;Public services closure ;20/03/2020;News.lk;https://news.lk/news/political-current-affairs/item/29794-work-from-home-decision-intended-to-ensure-smooth-functioning-of-the-public-service
Sweden;SWE;Europe;Public health measures;Strengthening the public health system;20/03/2020;Government;https://www.government.se/articles/2020/03/s-work-in-the-areas-of-public-health-medical-care-social-care-and-social-insurance-with-regard-to-the-covid-19-virus/
Switzerland;CHE;Europe;Social distancing;Limit public gatherings;20/03/2020;Government;https://www.bag.admin.ch/bag/en/home/krankheiten/ausbrueche-epidemien-pandemien/aktuelle-ausbrueche-epidemien/novel-cov/massnahmen-des-bundes.html#-1287646412
Switzerland;CHE;Europe;Governance and socio-economic measures;Economic measures;20/03/2020;SwissInfo;https://www.swissinfo.ch/eng/coronavirus-crisis_switzerland-tightens-restrictions--announces-more-economic-aid/45631672
